#,Name,Type,Attack,Defense,HP,Catch,Flee,Fast Moves,Charge Moves
585,Deerling Summer Form,Normal Grass,115,100,155,30%,0%,TackleTake Down,Seed BombWild ChargeEnergy Ball
585,Deerling Winter Form,Normal Grass,115,100,155,30%,0%,TackleTake Down,Seed BombWild ChargeEnergy Ball
586,Sawsbuck Spring Form,Normal Grass,198,146,190,15%,0%,Feint AttackTake Down,Hyper BeamMegahornSolar BeamWild Charge
586,Sawsbuck Autumn Form,Normal Grass,198,146,190,15%,0%,Feint AttackTake Down,Hyper BeamMegahornSolar BeamWild Charge
586,Sawsbuck Summer Form,Normal Grass,198,146,190,15%,0%,Feint AttackTake Down,Hyper BeamMegahornSolar BeamWild Charge
586,Sawsbuck Winter Form,Normal Grass,198,146,190,20%,0%,Feint AttackTake Down,Hyper BeamMegahornSolar BeamWild Charge
587,Emolga,Electric Flying,158,127,146,20%,7%,Thunder ShockQuick Attack,DischargeAerial AceThunderbolt
588,Karrablast,Bug,137,87,137,30%,10%,Fury CutterPeck,Aerial AceDrill RunSignal BeamX-Scissor
589,Escavalier,Bug Steel,223,187,172,12.5%,5%,Bug BiteCounter,MegahornAerial AceDrill RunAcid Spray
590,Foongus,Grass Poison,97,91,170,30%,10%,Feint AttackAstonish,Body SlamGrass KnotEnergy Ball
591,Amoonguss,Grass Poison,155,139,249,12.5%,5%,Feint AttackAstonish,Sludge BombGrass KnotFoul Play
592,Frillish Male,Water Ghost,115,134,146,30%,9%,BubbleHex,Ice BeamOminous WindNight Shade
592,Frillish Female,Water Ghost,115,134,146,30%,9%,BubbleHex,Ice BeamOminous WindNight Shade
593,Jellicent Male,Water Ghost,159,178,225,12.5%,5%,BubbleHex,Ice BeamBubble BeamShadow Ball
593,Jellicent Female,Water Ghost,159,178,225,12.5%,5%,BubbleHex,Ice BeamBubble BeamShadow Ball
594,Alomomola,Water,138,131,338,20%,7%,Hidden PowerWaterfall,BlizzardHydro PumpPsychic
595,Joltik,Bug Electric,110,98,137,30%,10%,Sucker PunchCharge Beam,DischargeBug BuzzCross Poison
596,Galvantula,Bug Electric,201,128,172,12.5%,5%,Fury CutterVolt Switch,DischargeBug BuzzCross PoisonEnergy BallLunge
597,Ferroseed,Grass Steel,82,155,127,30%,9%,TackleMetal Claw,Flash CannonIron HeadGyro Ball
598,Ferrothorn,Grass Steel,158,223,179,12.5%,5%,Metal ClawBullet Seed,Flash CannonThunderPower WhipAcid SprayMirror Shot
599,Klink,Steel,98,121,120,40%,10%,Charge BeamVolt Switch,Vise GripDischargeZap Cannon
600,Klang,Steel,150,174,155,10%,7%,Thunder ShockCharge Beam,Vise GripThunderboltZap Cannon
601,Klinklang,Steel,199,214,155,5%,5%,Thunder ShockCharge Beam,Hyper BeamFlash CannonZap CannonMirror Shot
602,Tynamo,Electric,105,78,111,40%,15%,SparkTackle,Struggle
603,Eelektrik,Electric,156,130,163,10%,7%,SparkAcid,DischargeThunderboltCrunch
604,Eelektross,Electric,217,152,198,5%,5%,SparkAcid,ThunderboltDragon ClawCrunchAcid Spray
605,Elgyem,Psychic,148,100,146,30%,10%,ConfusionAstonish,Dark PulsePsybeamPsychic
606,Beheeyem,Psychic,221,163,181,15%,5%,ConfusionAstonish,Dark PulseRock SlidePsychic
607,Litwick,Ghost Fire,108,98,137,40%,9%,EmberAstonish,Heat WaveFlame ChargeFlame Burst
608,Lampent,Ghost Fire,169,115,155,10%,7%,EmberAstonish,Heat WaveFlame BurstEnergy Ball
609,Chandelure,Ghost Fire,271,182,155,5%,5%,HexFire SpinIncinerate,Shadow BallFlame ChargeOverheatEnergy Ball
610,Axew,Dragon,154,101,130,40%,9%,ScratchIron Tail,Aqua TailDragon PulseDragon Claw
611,Fraxure,Dragon,212,123,165,10%,7%,Dragon TailIron Tail,Night SlashAqua TailDragon Claw
612,Haxorus,Dragon,284,172,183,5%,5%,CounterDragon Tail,EarthquakeNight SlashDragon ClawSurf
613,Cubchoo,Ice,128,74,146,30%,10%,Powder SnowCharm,Ice PunchPlay RoughIcy Wind
614,Beartic,Ice,233,152,216,15%,5%,Powder SnowCharm,Ice PunchPlay RoughSurf
615,Cryogonal,Ice,190,218,190,20%,7%,Ice ShardFrost Breath,Night SlashWater PulseSolar BeamAurora Beam
616,Shelmet,Bug,72,140,137,30%,10%,AcidInfestation,Bug BuzzSignal BeamBody Slam
617,Accelgor,Bug,220,120,190,15%,5%,AcidInfestation,Bug BuzzSignal BeamFocus BlastAcid Spray
618,Stunfisk,Ground Electric,144,171,240,20%,7%,Thunder ShockMud Shot,DischargeMud BombMuddy Water
618,Stunfisk Galarian Stunfisk,Ground Steel,144,171,240,20%,7%,Mud ShotMetal Claw,EarthquakeFlash CannonRock SlideMuddy Water
619,Mienfoo,Fighting,160,98,128,30%,10%,Low KickPound,Low SweepBrick BreakFocus Blast
620,Mienshao,Fighting,258,127,163,15%,5%,Low KickPoison Jab,Stone EdgeBrick BreakGrass Knot
621,Druddigon,Dragon,213,170,184,20%,7%,BiteDragon Tail,Hyper BeamNight SlashDragon Claw
622,Golett,Ground Ghost,127,92,153,30%,10%,Mud-SlapAstonish,Shadow PunchBrick BreakNight Shade
623,Golurk,Ground Ghost,222,154,205,15%,5%,Mud-SlapAstonish,Shadow PunchDynamic PunchEarth Power
624,Pawniard,Dark Steel,154,114,128,30%,9%,Fury CutterScratch,Night SlashIron HeadX-Scissor
625,Bisharp,Dark Steel,232,176,163,15%,5%,Metal ClawSnarl,Dark PulseIron HeadX-ScissorFocus Blast
626,Bouffalant,Normal,195,182,216,20%,7%,Mud ShotZen Headbutt,MegahornEarthquakeStompSkull Bash
627,Rufflet,Normal Flying,150,97,172,30%,10%,Wing AttackPeck,Aerial AceRock TombBrave Bird
628,Braviary,Normal Flying,232,152,225,15%,5%,Steel WingAir Slash,Heat WaveRock SlideClose CombatBrave Bird
629,Vullaby,Dark Flying,105,139,172,30%,10%,Feint AttackAir Slash,Dark PulseBrave BirdFoul Play
630,Mandibuzz,Dark Flying,129,205,242,15%,5%,Air SlashSnarl,Dark PulseAerial AceShadow BallFoul Play
631,Heatmor,Fire,204,129,198,20%,7%,LickFire Spin,FlamethrowerThunder PunchPower-Up Punch
632,Durant,Bug Steel,217,188,151,20%,7%,Bug BiteMetal Claw,Stone EdgeIron HeadX-Scissor
633,Deino,Dark Dragon,116,93,141,40%,9%,Dragon BreathTackle,Dragon PulseBody SlamCrunch
634,Zweilous,Dark Dragon,159,135,176,10%,7%,BiteDragon Breath,Dark PulseDragon PulseBody Slam
635,Hydreigon,Dark Dragon,256,188,211,5%,5%,BiteDragon Breath,Dark PulseFlash CannonDragon Pulse
638,Cobalion,Steel Fighting,192,229,209,2%,1%,Metal ClawZen Headbutt,Stone EdgeIron HeadClose CombatSacred Sword (legacy)
639,Terrakion,Rock Fighting,260,192,209,2%,1%,Zen HeadbuttSmack Down,EarthquakeRock SlideClose CombatSacred Sword (legacy)
640,Virizion,Grass Fighting,192,229,209,2%,1%,Quick AttackZen Headbutt,Stone EdgeLeaf BladeClose CombatSacred Sword (legacy)
641,Tornadus Incarnate Forme,Flying,266,164,188,2%,1%,BiteAir Slash,Hyper BeamDark PulseHurricaneGrass Knot
641,Tornadus Therian Forme,Flying,238,189,188,2%,1%,AstonishGust,Heat WavePsychicHurricaneFocus Blast
642,Thundurus Incarnate Forme,Electric Flying,266,164,188,2%,1%,Thunder ShockAstonish,Thunder PunchThunderBrick BreakCrunch
642,Thundurus Therian Forme,Electric Flying,295,161,188,2%,1%,BiteVolt Switch,ThunderThunderboltSludge WaveFocus Blast
643,Reshiram,Dragon Fire,275,211,205,2%,1%,Dragon BreathFire Fang,Stone EdgeOverheatCrunchDraco Meteor
644,Zekrom,Dragon Electric,275,211,205,2%,1%,Dragon BreathCharge Beam,Flash CannonWild ChargeOutrageCrunch
645,Landorus Incarnate Forme,Ground Flying,261,182,205,2%,1%,Mud ShotRock Throw,Rock SlideFocus BlastOutrageEarth Power
645,Landorus Therian Forme,Ground Flying,289,179,205,2%,1%,Mud ShotExtrasensory,EarthquakeStone EdgeBulldozeSuperpower
646,Kyurem,Dragon Ice,246,170,245,2%,1%,Dragon BreathSteel Wing,BlizzardDragon ClawDraco Meteor
648,Meloetta Aria Forme,Normal Psychic,250,225,225,100%,0%,Quick AttackConfusion,Hyper BeamPsyshockThunderboltDazzling Gleam
649,Genesect,Bug Steel,252,199,174,2%,1%,Fury CutterMetal Claw,Hyper BeamMagnet BombX-Scissor
649,Genesect Burn Drive,Bug Steel,252,199,174,2%,1%,Fury CutterMetal Claw,FlamethrowerMagnet BombX-ScissorTechno Blast - Fire (legacy)
649,Genesect Douse Drive,Bug Steel,252,199,174,2%,1%,Fury CutterMetal Claw,Magnet BombGunk ShotX-ScissorTechno Blast - Water (legacy)
650,Chespin,Grass,110,106,148,20%,10%,Vine WhipTake Down,Seed BombBody SlamGyro Ball
651,Quilladin,Grass,146,156,156,10%,10%,Low KickVine Whip,Body SlamGyro BallEnergy Ball
652,Chesnaught,Grass Fighting,201,204,204,5%,10%,Low KickVine WhipSmack Down,Solar BeamGyro BallEnergy BallSuperpower
653,Fennekin,Fire,116,102,120,20%,10%,EmberScratch,FlamethrowerPsyshockFlame Charge
654,Braixen,Fire,171,130,153,10%,10%,EmberScratch,FlamethrowerPsyshockFlame Charge
655,Delphox,Fire Psychic,230,189,181,5%,10%,ScratchZen HeadbuttFire Spin,FlamethrowerFlame ChargeFire BlastPsychic
656,Froakie,Water,122,84,121,20%,10%,PoundBubble,Aerial AceWater PulseSurf
657,Frogadier,Water,168,114,144,10%,10%,PoundBubble,Aerial AceWater PulseSurf
658,Greninja,Water Dark,223,152,176,5%,10%,BubbleFeint Attack,Aerial AceNight SlashHydro PumpSurf
659,Bunnelby,Normal,68,72,116,50%,10%,Quick AttackMud-Slap,DigEarthquakeBulldoze
660,Diggersby,Normal Ground,112,155,198,20%,10%,Mud ShotQuick Attack,Hyper BeamDigEarthquakeFire Punch
661,Fletchling,Normal Flying,95,80,128,50%,20%,PeckQuick Attack,Heat WaveAerial AceSwift
662,Fletchinder,Fire Flying,145,110,158,25%,9%,EmberPeckSteel Wing,Heat WaveAerial AceFlame Charge
663,Talonflame,Fire Flying,176,155,186,12.5%,5%,PeckSteel WingFire SpinIncinerate (Community Day),Flame ChargeFire BlastHurricaneBrave Bird
667,Litleo,Fire Normal,139,112,158,50%,20%,EmberTackleFire Fang,FlamethrowerFlame ChargeCrunch
668,Pyroar Male,Fire Normal,221,149,200,20%,7%,EmberFire FangTake Down,Dark PulseFlame ChargeSolar BeamOverheat
668,Pyroar Female,Fire Normal,221,149,200,20%,7%,Fire FangTake Down,Dark PulseFlame ChargeSolar BeamOverheat
669,Flabébé Red Flower,Fairy,108,120,127,50%,15%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
669,Flabébé Blue Flower,Fairy,108,120,127,50%,15%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
669,Flabébé Orange Flower,Fairy,108,120,127,50%,15%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
669,Flabébé White Flower,Fairy,108,120,127,50%,15%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
669,Flabébé Yellow Flower,Fairy,108,120,127,50%,15%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
670,Floette Red Flower,Fairy,136,151,144,25%,7%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
670,Floette Blue Flower,Fairy,136,151,144,25%,7%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
670,Floette Orange Flower,Fairy,136,151,144,25%,7%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
670,Floette White Flower,Fairy,136,151,144,25%,7%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
670,Floette Yellow Flower,Fairy,136,151,144,25%,7%,Vine WhipTackle,Petal BlizzardDazzling GleamPsychic
671,Florges Red Flower,Fairy,212,244,186,12.5%,5%,Vine WhipRazor LeafTackle,Petal BlizzardDisarming VoiceMoonblastPsychic
671,Florges Blue Flower,Fairy,212,244,186,12.5%,5%,Vine WhipRazor LeafTackle,Petal BlizzardDisarming VoiceMoonblastPsychic
671,Florges Orange Flower,Fairy,212,244,186,12.5%,5%,Vine WhipRazor LeafTackle,Petal BlizzardDisarming VoiceMoonblastPsychic
671,Florges White Flower,Fairy,212,244,186,12.5%,5%,Vine WhipRazor LeafTackle,Petal BlizzardDisarming VoiceMoonblastPsychic
671,Florges Yellow Flower,Fairy,212,244,186,12.5%,5%,Vine WhipRazor LeafTackle,Petal BlizzardDisarming VoiceMoonblastPsychic
674,Pancham,Fighting,145,107,167,30%,9%,Low KickTackle,Low SweepBody SlamCrunch
675,Pangoro,Fighting Dark,226,146,216,10%,7%,Low KickBullet PunchSnarl,Night SlashRock SlideIron HeadClose Combat
676,Furfrou Natural Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Heart Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Star Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Diamond Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Debutante Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Matron Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Dandy Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou La Reine Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Kabuki Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
676,Furfrou Pharaoh Trim,Normal,164,167,181,20%,7%,BiteSucker PunchTake Down,Dark PulseGrass KnotSurf
677,Espurr,Psychic,120,114,158,40%,10%,ScratchConfusion,PsyshockPsychicEnergy Ball
678,Meowstic Male,Psychic,166,167,179,20%,7%,Sucker PunchConfusion,ThunderboltPsychicEnergy Ball
678,Meowstic Female,Psychic,166,167,179,20%,7%,ConfusionCharm,Shadow BallPsychicEnergy Ball
682,Spritzee,Fairy,110,113,186,20%,10%,Charge BeamCharm,ThunderboltDraining Kiss
683,Aromatisse,Fairy,173,150,226,20%,10%,Charge BeamCharm,ThunderboltDraining KissMoonblastPsychic
684,Swirlix,Fairy,109,119,158,20%,10%,Tackle,Draining KissEnergy Ball
685,Slurpuff,Fairy,168,163,193,20%,10%,TackleCharm,FlamethrowerDraining KissPlay RoughEnergy Ball
686,Inkay,Dark Psychic,98,95,142,20%,10%,PeckTackle,PsybeamNight Slash
687,Malamar,Dark Psychic,177,165,200,20%,10%,PeckPsycho Cut,Hyper BeamPsybeamFoul PlaySuperpower
688,Binacle,Rock Water,96,120,123,20%,10%,ScratchMud-Slap,DigCross ChopAncient Power
689,Barbaracle,Rock Water,194,205,176,20%,10%,Fury CutterWater GunMud-Slap,Cross ChopStone EdgeGrass KnotSkull Bash
690,Skrelp,Poison Water,109,109,137,20%,10%,AcidWater Gun,Aqua TailTwisterSludge BombWater Pulse
691,Dragalge,Poison Dragon,177,207,163,20%,10%,AcidWater GunDragon Tail,Aqua TailGunk ShotHydro PumpOutrage
692,Clauncher,Water,108,117,137,20%,10%,Water GunSmack Down,Aqua JetWater PulseCrabhammer
693,Clawitzer,Water,221,171,174,20%,10%,Water GunSmack Down,Dark PulseIce BeamWater PulseCrabhammer
694,Helioptile,Electric Normal,115,78,127,20%,10%,Thunder ShockQuick Attack,Parabolic ChargeThunderboltBulldoze
695,Heliolisk,Electric Normal,219,168,158,20%,10%,Quick AttackMud-SlapVolt Switch,Parabolic ChargeThunderboltBulldozeGrass Knot
700,Sylveon,Fairy,203,205,216,12.5%,6%,Quick AttackCharm,Psyshock (Community Day)Draining KissDazzling GleamMoonblastLast Resort (legacy)
702,Dedenne,Electric Fairy,164,134,167,20%,10%,Thunder ShockTackle,DischargePlay Rough
704,Goomy,Dragon,101,112,128,40%,9%,TackleWater Gun,Dragon PulseSludge WaveMuddy Water
705,Sliggoo,Dragon,159,176,169,10%,7%,TackleWater Gun,Dragon PulseSludge WaveWater PulseMuddy Water
706,Goodra,Dragon,220,242,207,5%,5%,Dragon BreathWater Gun,Sludge WavePower WhipDraco MeteorMuddy Water
707,Klefki,Steel Fairy,160,179,149,20%,10%,TackleAstonish,Flash CannonDraining KissPlay RoughFoul Play
708,Phantump,Ghost Grass,125,103,125,30%,10%,TackleAstonish,Seed BombShadow BallFoul Play
709,Trevenant,Ghost Grass,201,154,198,15%,5%,Sucker PunchShadow Claw,Seed BombShadow BallFoul Play
710,Pumpkaboo Average Size,Ghost Grass,121,123,135,30%,10%,Razor LeafAstonish,Shadow SneakGrass KnotFoul Play
710,Pumpkaboo Small Size,Ghost Grass,122,124,127,30%,10%,Razor LeafAstonish,Shadow SneakGrass KnotFoul Play
710,Pumpkaboo Large Size,Ghost Grass,120,122,144,30%,10%,Razor LeafAstonish,Shadow SneakGrass KnotFoul Play
710,Pumpkaboo Super Size,Ghost Grass,118,120,153,30%,10%,Razor LeafAstonish,Shadow SneakGrass KnotFoul Play
711,Gourgeist Average Size,Ghost Grass,175,213,163,12.5%,6%,Razor LeafHex,Seed BombShadow BallFire BlastFoul Play
711,Gourgeist Small Size,Ghost Grass,171,219,146,12.5%,6%,Razor LeafHex,Seed BombShadow BallFire BlastFoul Play
711,Gourgeist Large Size,Ghost Grass,179,206,181,12.5%,6%,Razor LeafHex,Seed BombShadow BallFire BlastFoul Play
711,Gourgeist Super Size,Ghost Grass,182,200,198,12.5%,6%,Razor LeafHex,Seed BombShadow BallFire BlastFoul Play
712,Bergmite,Ice,117,120,146,20%,10%,BiteTackle,Icy WindMirror CoatCrunch
713,Avalugg,Ice,196,240,216,20%,10%,BiteIce Fang,EarthquakeBody SlamAvalancheMirror CoatCrunch
714,Noibat,Flying Dragon,83,73,120,40%,9%,BiteWing Attack,Heat WaveDragon PulseAir Cutter
715,Noivern,Flying Dragon,205,175,198,15%,5%,BiteAir Slash,Heat WavePsychicHurricaneDraco Meteor
716,Xerneas,Fairy,250,185,246,2%,10%,TackleZen Headbutt,MegahornThunderMoonblastClose CombatGiga Impact
717,Yveltal,Dark Flying,250,185,246,2%,10%,Sucker PunchSnarlGust,Hyper BeamDark PulsePsychicHurricaneFocus Blast
720,Hoopa Hoopa Confined,Psychic Ghost,261,187,173,100%,0%,ConfusionAstonish,PsybeamShadow BallPsychic
720,Hoopa Hoopa Unbound,Psychic Dark,311,191,173,100%,0%,ConfusionAstonish,Dark PulseShadow BallPsychic
722,Rowlet,Grass Flying,102,99,169,20%,10%,Razor LeafTackle,Seed BombEnergy Ball
723,Dartrix,Grass Flying,142,139,186,10%,10%,PeckRazor Leaf,Seed BombBrave BirdEnergy Ball
724,Decidueye,Grass Ghost,210,179,186,5%,10%,Razor LeafAstonish,Shadow SneakBrave BirdEnergy Ball
725,Litten,Fire,128,79,128,20%,10%,EmberScratch,FlamethrowerFlame ChargeCrunch
726,Torracat,Fire,174,103,163,10%,10%,BiteEmber,FlamethrowerFlame ChargeCrunch
727,Incineroar,Fire Dark,214,175,216,5%,10%,Fire FangSnarl,Dark PulseFlame ChargeFire Blast
728,Popplio,Water,120,103,137,20%,10%,PoundWater Gun,Aqua JetAqua TailWater Pulse
729,Brionne,Water,168,145,155,10%,10%,Water GunCharm,Aqua JetDisarming VoiceWater Pulse
730,Primarina,Water Fairy,232,195,190,5%,10%,WaterfallCharm,MoonblastHydro PumpPsychic
731,Pikipek,Normal Flying,136,59,111,50%,20%,PeckRock Smash,Drill PeckAerial AceSky Attack
732,Trumbeak,Normal Flying,159,100,146,25%,9%,PeckRock Smash,Drill PeckSky AttackRock Blast
733,Toucannon,Normal Flying,222,146,190,12.5%,5%,PeckRock SmashBullet Seed,Flash CannonDrill PeckRock Blast
734,Yungoos,Normal,122,56,134,50%,10%,BiteTackle,Rock TombHyper FangCrunch
735,Gumshoos,Normal,194,113,204,20%,10%,BiteTake Down,Rock TombHyper FangCrunch
741,Oricorio Baile Style,Fire Flying,196,145,181,20%,7%,PoundAir Slash,Aerial AceAir CutterHurricane
741,Oricorio Pom-Pom Style,Electric Flying,196,145,181,20%,7%,PoundAir Slash,Aerial AceAir CutterHurricane
741,Oricorio Pa'u Style,Psychic Flying,196,145,181,20%,7%,PoundAir Slash,Aerial AceAir CutterHurricane
741,Oricorio Sensu Style,Ghost Flying,196,145,181,20%,7%,PoundAir Slash,Aerial AceAir CutterHurricane
744,Rockruff,Rock,117,78,128,20%,10%,TackleRock Throw,Stone EdgeRock TombCrunch
745,Lycanroc Midday Form,Rock,231,140,181,20%,10%,Sucker PunchRock Throw,Stone EdgeDrill RunCrunch
745,Lycanroc Midnight Form,Rock,218,152,198,20%,10%,Rock ThrowCounter,Stone EdgeCrunchPsychic Fangs
753,Fomantis,Grass,100,64,120,20%,10%,Fury CutterRazor Leaf,Leaf BladeGrass KnotEnergy Ball
754,Lurantis,Grass,192,169,172,20%,10%,Fury CutterRazor Leaf,X-ScissorLeaf BladeSuperpowerLeaf Storm
757,Salandit,Poison Fire,136,80,134,20%,10%,EmberPoison Jab,FlamethrowerPoison FangDragon Pulse
758,Salazzle,Poison Fire,228,130,169,20%,10%,Poison JabIncinerate,Poison FangDragon PulseSludge WaveFire Blast
759,Stufful,Normal Fighting,136,95,172,50%,10%,TackleTake Down,Brick BreakStompSuperpower
760,Bewear,Normal Fighting,226,141,260,20%,6%,Low KickShadow ClawTackle,StompSuperpowerDrain Punch (Community Day)Payback
764,Comfey,Fairy,165,215,139,20%,10%,Vine WhipHidden Power,Petal BlizzardDraining KissGrass Knot
765,Oranguru,Normal Psychic,168,192,207,20%,7%,Zen HeadbuttConfusionYawn,PsychicFuture SightFoul Play
782,Jangmo-o,Dragon,102,108,128,40%,9%,TackleDragon Tail,Dragon PulseDragon ClawBrick Break
783,Hakamo-o,Dragon Fighting,145,162,146,10%,7%,TackleDragon Tail,Dragon PulseDragon ClawBrick Break
784,Kommo-o,Dragon Fighting,222,240,181,5%,5%,Poison JabDragon Tail,FlamethrowerDragon ClawClose Combat
785,Tapu Koko,Electric Fairy,250,181,172,2%,10%,Quick AttackVolt Switch,ThunderThunderboltDazzling GleamBrave Bird
786,Tapu Lele,Psychic Fairy,259,208,172,2%,10%,ConfusionAstonish,PsyshockMoonblastFocus BlastFuture Sight
787,Tapu Bulu,Grass Fairy,249,215,172,2%,10%,Rock SmashBullet Seed,MegahornDazzling GleamSolar BeamGrass Knot
808,Meltan,Steel,118,99,130,30%,0%,Thunder Shock,Flash CannonThunderbolt
809,Melmetal,Steel,226,190,264,30%,0%,Thunder Shock,Hyper BeamFlash CannonRock SlideThunderboltSuperpower
819,Skwovet,Normal,95,86,172,60%,10%,BiteTackleBullet Seed,Body SlamCrunch
820,Greedent,Normal,160,156,260,30%,7%,BiteTackleBullet Seed,Body SlamCrunch
831,Wooloo,Normal,76,97,123,50%,10%,TackleTake Down,StompWild ChargePayback
832,Dubwool,Normal,159,198,176,20%,7%,TackleTake Down,Body SlamWild ChargePayback
862,Obstagoon,Dark Normal,180,194,212,4%,4%,LickCounter,Hyper BeamCross ChopNight SlashGunk ShotFrustration (Shadow)Return (Shadow)
863,Perrserker,Steel,195,162,172,10%,7%,Shadow ClawMetal Claw,Iron HeadPlay RoughClose CombatFoul Play
865,Sirfetch'd,Fighting,248,176,158,10%,7%,Fury CutterCounter,Night SlashLeaf BladeClose CombatBrave BirdFrustration (Shadow)Return (Shadow)
866,Mr. Rime,Ice Psychic,212,179,190,30%,9%,Ice ShardZen HeadbuttConfusion,PsybeamIce PunchPsychicIcy WindFrustration (Shadow)Return (Shadow)
867,Runerigus,Ground Ghost,163,237,151,10%,7%,Astonish,Rock TombShadow BallSand TombFrustration (Shadow)Return (Shadow)
870,Falinks,Fighting,193,170,163,20%,10%,Rock SmashCounter,MegahornBrick BreakSuperpower
888,Zacian Hero of Many Battles,Fairy,254,236,192,2%,10%,Quick AttackMetal ClawFire FangSnarl,Iron HeadPlay RoughClose CombatWild Charge
889,Zamazenta Hero of Many Battles,Fighting,254,236,192,2%,10%,Quick AttackMetal ClawSnarlIce Fang,Iron HeadMoonblastClose CombatCrunch
893,Zarude,Dark Grass,242,215,233,10%,0%,BiteVine Whip,Dark PulsePower WhipEnergy Ball
